category,likesNum,name,nameOnSite,descriptions
home/homes,0,Hyde Park,Trompe Loeil,"Trompe Loeil specializes in artistic, custom-textured homes and landscaping supplies featuring deep woods, vivid hues, baked-in lighting and shadows, plus home control scripting."
home/homes,0,Santa Eulalia,Minnesota Modern Homes,"Experience a bit of the natural beauty of Minnesota with these homes from Minnesota Modern. Situated in a high-plains meadow, these houses use natural materials in a contemporary way. There are a variety of low-prim, high-detail homes for every size parcel."
home/homes,0,patron,The PATRON House,"Months in the creation, The PATRON House is the latest design by multi award-winning artist and designer Eliza Wierwight. With a focus on Linden water, this location provides a beautiful retreat for your new potential home."
home/homes,0,PREFABRICA,Prefabrica Mesh,"Find stock creative resources that use mesh at Prefabrica. Here you'll find original mesh creations that you can use in your home or business, including complete homes and buildings, vehicles and furniture."
home,0,Zurich Hillside,Maya's Buildings,"Maya's Buildings offers cheap but good high quality mesh buildings, from stores to homes and skyboxes. Come and buy whatever stores, homes or skyboxes you need for you or your business! "
home/homes,0,Knightsbridge,Knightsbridge Homes,"Knightsbridge in London offers some of the highest quality residential homes for you and your family. They offer family homes, starter apartments and great nightlife across four sims. "
home/homes,0,Quantum Destiny,Quantum Luxury Homes,"Quantum Luxury Homes offers high-end, quality luxury villas in a range of sizes and prices. Suitable for singles as well as large families, all models feature highly realistic texturing and an advanced but easy-to-use home control system. Come take a tour today!"
home/homes,0,Ethereal Heights,Creative Decay Homes & Furnishings,"Looking for the perfect home is a click away at this one stop shop. Creative Decay features many furnished homes suitable for solo occupants as well as full-sized families. This growing location showcases modern design, timeless comfort and budget friendly pricing."
howto/creator,0,Auric,Sculpties & Meshes Factory,"Check out a variety of resources for creators and builders at this creative depot. Investigate the sculpties, meshes, and sculpty builder packs. You can build your own object, pet or avatar with a collection of supplies available here."
howto/creator,0,FESTIVA2,FESTIVA,Find thousands of particles and effects to use for events at FESTIVA.
howto/creator,0,Koala dAlliez,RedPoly,"RedPoly provides an assortment of meshes and sculpties, including different models of shoes, clothes, decorations, props and even body parts. The sculptie creations come with special builder systems, which will simplify and shorten the re-creation process."
home/homes,0,Deer,Deer,Deer Home & Garden provides homes in a variety of styles and floor-plans to meet the diversity of its customers. They pride themselves in creating high quality and affordable homes. Deer is dedicated to providing Second Life with that perfect home sweet home to make all your Second Life dreams come true!
howto/creator,0,Belmeade,cYo,"Create Your Own (cYo) has a broad collection of sculpties for builders and creators. The sculpts come with Photoshop files, so builders can easily change the colors, add patterns, affix a logo or overlay text. Create original designs and check out the latest in innovative creations."
howto/creator,0,PREFABRICA,Prefabrica,"This old industrial island, with its dark atmosphere, offers surprising treasures for content creators in Second Life. Stock sculpted objects, textures, and sound effects are available, as well as free builders' kits for beginners and the opportunity for Residents to meet fellow designers."
home/homes,0,Galland Homes,Galland Homes,"Galland Homes has been offering quality prefab housing and accessories to the residents of Second Life for over four years. Whether you are seeking a starter home, mediterranean villa, luxury log home, or large coastal mansion, Galland Homes has a variety of homes and furnishings to suit your style."
howto/creator,0,Kinetix,Happy Hippo Building School,"The Happy Hippo Building School is a long-term, well-respected and large school. The instructors provide a building course to take you from absolute beginner onward."
home/homes,0,Soni,World of Caravan Trailer,Visit the largest trailer park in Second Life and discover your perfect caravan.
home/homes,0,Half Moon Caye,O.L.D. & Other World,"Other World is a store that creates buildings which stimulate the imagination and that are unique in their own way. Styles include urban power plants, old rock loft lighthouses and more."
home/homes,0,New ITLAND,Digital Cult Lifestyle,"Fulfill your creative vision at Digital Cult Lifestyle. In the DCL Showroom, you can shop for music clubs, megastores and shops, art galleries, commercial and entertainment buildings, furnitures, DJ booths, stages and many other accessories for your land."
home/homes,0,Romantica Island,Nisa's Creations,"Find a new home at Nisa's Creations. Many are based on the classic English style, but you can also choose from Spanish Villa, Beachcomber or other styles. "
home/homes,0,Skye Elgol,Skye Castles,"Skye Faery Castles are beautifully crafted fantasy buildings, perfect for role-playing or simply creating a fabulous ""second lifestyle."" Choose from many different designs sure to delight."
home/homes,0,Kelham,Dirty Boxes -db-,"Dirty Boxes -db-  is a unique store that creates themed sky boxes that are fully furnished, fun, affordable, and easy to set up. The sky boxes can be used for a variety of things, such as private getaways for couples, hangouts for you and your friends, or even props for those within the Second Life role-playing community. The choice is yours!"
home/homes,0,Orange County,Shine Prefabs,"Shine Prefabs builds private and commercial homes, skyboxes, malls, clubs and more."
home/homes,0,Thistle,Thistle Homes,"Thistle Homes offers a wonderful selection of cottages along with home decor and novelty items that will help you to ""sprout your space!"" Take a stroll through this small town, which has walking and bike paths and rivers and streams to explore and enjoy."
home/homes,0,DOLPHIN DESIGN,Dolphin Design,Dolphin Design showcases prefabricated contemporary-style homes with great attention to detail and stunning lighting and shadows.
howto/creator,0,Livingtree,Texture Tutorials & Library,"Robin Wood's Texture Tutorials & Library provides information and resources to help educate Residents about the ins and outs of texture use in Second Life. The adjoining library includes materials for advanced texture work inworld, and a lecture area offers regularly-scheduled presentations."
howto/creator,0,Hobo Island,Hobo Island,"Practice your building skills at Hobo Island, a friendly and fun place to meet people from all over the world. "
howto/creator,0,Horsa,College of Scripting,"This in-world institute of higher learning jams hundreds of tutorials into its eight floors, and includes everything from Boolean Logic to texture memory.   "
howto/creator,0,Natoma,Ivory Tower Library of Primitives,"This self-guided, self-paced, comprehensive building tutorial also includes a weapons testing area and safe sandboxes where you can try out your newly-acquired skills."
haunted,0,Yes,Haunted Pirate Mystery Hunt,"It's a murder mystery and hunt! People have died from a variety of unnatural causes. Can you discover what happened? Explore this magical island, looking for fifteen clues. Find the clues and solve the mystery."
haunted,0,MJ Island,Haunted Fun House,"Warning! You will get lost in here... Welcome to the Haunted Fun House. Prepare yourself for a fiendishly difficult maze set in haunted house. It's best viewed under cover of darkness, if you dare. "
